"taskID","userID","objectType","rightCorner","collection","site","toSearch","Lon","Lat","gridRef","dateDiscoveryDay","dateDiscoveryMonth","dateDiscoveryYear","length","width","edge","weight","patina","surface","thickness","other","composition","associations","description","publications","remarks","inputBy","imageURL","flickrURL"
"59201","580","Awl (?)","","","Moyses Hall,West Row,Suffolk","West Row, Bury Saint Edmunds, Suffolk IP28, Royaume-Uni","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24703447329","https://farm2.staticflickr.com/1676/24703447329_959f268335_m.jpg"
"59201","817","Awl(?)","","","MOYSES HALL,WEST ROW,SUFFOLK","West Row, Bury Saint Edmunds, Suffolk IP28, UK","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24703447329","https://farm2.staticflickr.com/1676/24703447329_959f268335_m.jpg"
"59202","226","Blade Frag.","","","","","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","from sword?","","JW - Unidentified cards from BA Drawer Index A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24952962032","https://farm2.staticflickr.com/1483/24952962032_082900d6f1_m.jpg"
"59202","580","Blade Frag.","","","No provenience/location","","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","From sword?","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24952962032","https://farm2.staticflickr.com/1483/24952962032_082900d6f1_m.jpg"
"59202","817","Blade Frag.","","","No Provenance/Location","","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","From Sword?","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24952962032","https://farm2.staticflickr.com/1483/24952962032_082900d6f1_m.jpg"
"59203","226","Partial blade frag.","","","","","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","","","JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24952961922","https://farm2.staticflickr.com/1627/24952961922_a917fe4c28_m.jpg"
"59203","580","Partial Blade Frag.","","","No prov.,B.M.","","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24952961922","https://farm2.staticflickr.com/1627/24952961922_a917fe4c28_m.jpg"
"59203","817","Partial Blade Frag.","","","No Prov:,B.M.","","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24952961922","https://farm2.staticflickr.com/1627/24952961922_a917fe4c28_m.jpg"
"59204","226","Socketed Axe","","","","","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","","","Bought in London 1887, JW - Unidentified Cards from BA Index Drawer A20","Elaine Dale","https://www.flickr.com/photos/115096994@N02/24440436564","https://farm2.staticflickr.com/1710/24440436564_d536c7e4a7_m.jpg"
"59204","580","Socketed Axe","","","Bought in London 1887","","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","","","JW - Unidentified cards from BA index drawer A20.","Denis Antoine","https://www.flickr.com/photos/115096994@N02/24440436564","https://farm2.staticflickr.com/1710/24440436564_d536c7e4a7_m.jpg"
"59204","817","Socketed Axe","","","BOUGHT IN LONDON 1887","","0.46274800000003324","52.350023","","None","None","None","","","","","","","","","","","","","JW-Unidentified Cards from BA Index Drawer A20","JP OConnor","https://www.flickr.com/photos/115096994@N02/24440436564","https://farm2.staticflickr.com/1710/24440436564_d536c7e4a7_m.jpg"
